Domain,Protocol,StandardNodes,Status
ydjsfctfm.lxscloud.top,https://,0,Success
sub.globevpn.net:8080,None,0,Fail
003.003.lxscloud.top,https://,0,Success
dr.cchostvps.xyz,None,0,Fail
darrenjin.xyz,https://,0,Success
notvpn.biz,https://,0,Success
www.temucy.com,https://,0,Success
172.247.123.111:8779,None,0,Fail
www.darrenjin.xyz,https://,0,Success
app.lxscloud.top,https://,0,Success
royalmailtrackingg.com,None,0,Fail
www.nkvpnbot.xyz,None,0,Fail
1yady.xlnets.sbs,https://,0,Success
basezizi.862510.xyz,None,0,Fail
mail.royalmailtrackingg.com,None,0,Fail
ga.52chatai.com,https://,0,Success
nkvpnbot.xyz,None,0,Fail
www.royalmailtrackingg.com,None,0,Fail
vpnforfive.com,https://,0,Success
67.230.167.54:40443,https://,0,Success
xn--yfrw1gs0jb8zgt1a.com,https://,0,Success
8.210.40.69:3003,None,0,Fail
90.188.91.246,None,0,Fail
8.210.40.69,None,0,Fail
sub.0i.nz:2053,https://,0,Success
rangeresalat.ir,https://,0,Success
www.sshswitch.com,https://,0,Success
panel.pocketbrain.ru,http://,0,Success
tool.gelunbu01.com,https://,0,Success
vl.theopad.com,https://,6,Success
www.omguard.pro,None,0,Fail
kjgx668.blogspot.com,https://,0,Success
bpsub.djx-ybelove.pp.ua,None,0,Fail
vlzylblog.lxscloud.top,https://,0,Success
siren.cf-w.site,https://,0,Success
ty.19931004.xyz,None,0,Fail
actx.accesscam.org,https://,0,Success
supar.dpdns.org,None,0,Fail
sndiw001.lxscloud.top,https://,0,Success
turbovpn.biz,https://,0,Success
tiptopvpn.biz,https://,0,Success
003.lxscloud.top,https://,0,Success
gannan.cofowhs.cn,https://,0,Success
free.botcf.biz.id,https://,60,Success
lasttest.weihongfan12.dpdns.org,None,0,Fail
olcuum.lxscloud.top,https://,0,Success
49.51.33.126:4496,https://,0,Success
fi2-node.proxier.cc,None,0,Fail
cache.netflix.com.bytecore.biz.id:8880,http://,0,Success
fsid.web.id,None,0,Fail
quiz.vidio.com.fsid.web.id,None,0,Fail
exteleport.ru,https://,0,Success
www.7kuo4e1.cn,https://,0,Success
www.twikoo.lxscloud.top,https://,0,Success
dgrwpsmtp.blog.lxscloud.top,https://,0,Success
www.blog.lxscloud.top,https://,0,Success
bytecore.biz.id:8880,http://,0,Success
2697684b-c7dd-4411-8a92-348077b9a69d.ctfm.lxscloud.top,https://,0,Success
199.168.137.19,None,0,Fail
ava.game.naver.com.bytecore.biz.id,https://,0,Success
_dmarc.lxscloud.top,https://,0,Success
www.xn--9kq28rifv02dc5r2s7b.online,https://,0,Success
bp.789007.xyz,https://,0,Success
npbij.imakescupcakes.com,https://,0,Success
www.003.003.lxscloud.top,https://,0,Success
cache.netflix.com.bytecore.biz.id,https://,0,Success
www.junai.ai,https://,0,Success
sub.333099.xyz,https://,0,Success
bp.789007.xyz:8080,http://,0,Success
nat.netv.asia,None,0,Fail
dy.192164.xyz:2095,http://,0,Success
dy.192164.xyz,https://,0,Success
sib.sub.311089.xyz,https://,0,Success
vless.08bbj.com,https://,0,Success
zaintest.vuclip.com.xrayxresx.premium-vpn.me,https://,0,Success
51.195.41.165:3000,None,0,Fail
support.zoom.us.xrayxresx.premium-vpn.me,https://,0,Success
ws.952796.xyz,https://,0,Success
goldconnect.top.poyesh-samandehi-maskan.com,https://,1,Success
monkeyislandvpn.ru,https://,0,Success
153.101.191.162:8443,None,0,Fail
156.231.116.215:33211,None,0,Fail
46.3.36.201:51234,None,0,Fail
178.128.99.80:8443,None,0,Fail
vless.ru,https://,0,Success
ads.ruangguru.com.tuyul-mulet.server-terbaik.my.id,http://,0,Success
baldbrotherboat.top,https://,0,Success
buaya.my.id:2095,None,0,Fail
tech.zhuangzexin.top,https://,0,Success
opbible.icehat.org,None,0,Fail
clashtg.com,https://,0,Success
ads.ruangguru.cloudproxy.c-bnn.xyz:8443,https://,3,Success
partner.zoom.us.cloudproxy.c-bnn.xyz,https://,3,Success
www.vpsconnect.ru,https://,0,Success
sub.hotday.uk,None,0,Fail
cm.707070360.xyz,https://,0,Success
ads.ruangguru.cloudproxy.c-bnn.xyz,https://,3,Success
b35f.kanouta.qzz.io,None,0,Fail
chat.sociomile.com.cloudproxy.c-bnn.xyz,https://,3,Success
xn--9kqy4s3udk6odgljva269e.com,https://,0,Success
172.237.87.8:81,None,0,Fail
vpsconnect.ru,https://,0,Success
hiwipn.com,http://,0,Success
populairstewebwinkels.nl,https://,0,Success
dingyueqi.mark9623.dpdns.org,https://,0,Success
winxray.org,https://,0,Success
abzarkhone.com,https://,0,Success
172.235.17.49:81,None,0,Fail
www.monkeyislandvpn.ru,https://,0,Success
shanlianvpn.info:8443,https://,0,Success
starkfb006.newscyto.cc:7106,None,0,Fail
www.academicbridges.sbs,https://,0,Success
demo.network-a1.cc,https://,0,Success
free.refuga.ru,None,0,Fail
v2raytun.download,https://,0,Success
cdn-cf.zoom.us.kamis7.senrea.biz.id:8880,None,0,Fail
cdn-cf.zoom.us.kamis7.senrea.biz.id,None,0,Fail
quiz.int.vidio.com.tb.servspremium.com,None,0,Fail
slightripple.com,https://,4,Success
167.99.77.40:81,None,0,Fail
hamyaran-shop.ir,None,0,Fail
blog.webex.com.fsid.web.id,None,0,Fail
daning.serlgiv.cn,https://,0,Success
mail.hamyaran-shop.ir,None,0,Fail
www.hamyaran-shop.ir,None,0,Fail
sub.ldlbl.nyc.mn,https://,0,Success
ntc-v4.whois.ru,https://,0,Success
www.xmmqp.ru,None,0,Fail
hc-store.my.id,None,0,Fail
154.64.228.118:7106,None,0,Fail
cdn-cf.zoom.us.kamis1.blowsoum.biz.id,None,0,Fail
67.230.160.29:27028,None,0,Fail
df.game.naver.com.sg9.hc-store.my.id,None,0,Fail
clashhub.net,https://,0,Success
blog.263199.xyz,https://,0,Success
cache.netflix.com.fsid.web.id,None,0,Fail
dy.341352.xyz,None,0,Fail
hc-store.my.id:8443,None,0,Fail
www.woosubscription.space,http://,1,Success
clash.raimis.ir,https://,0,Success
openclash.net,https://,0,Success
opsbs.axmechav.us:8443,None,0,Fail
opsbs.axmechav.us,None,0,Fail
sg9.hc-store.my.id,None,0,Fail
hax.neucats.dpdns.org,https://,0,Success
www.xingchendi.top:28289,None,0,Fail
wl.qptdl.vip,https://,0,Success
nav.xcxh.cf,https://,0,Success
api.threadshield.top:8443,None,0,Fail
cmvless.950226.xyz,https://,0,Success
ayukach.com,https://,0,Success
threadshield.top,None,0,Fail
vless.ipproxy.fun,https://,0,Success
167.71.223.155:81,None,0,Fail
s41.qfffcb.cn,http://,0,Success
thread-shield.top:8443,None,0,Fail
vpntype.tech,https://,0,Success
konagi.cc,None,0,Fail
sub.maile.dpdns.org,https://,0,Success
203.159.95.37:81,None,0,Fail
happvpn.biz,https://,0,Success
www.thebigcat.click,None,0,Fail
amneziavpn.biz,https://,0,Success
172.237.103.133:81,None,0,Fail
lilodev.my.id,https://,0,Success
quiz.int.vidio.com.lilodev.my.id,https://,0,Success
194.87.252.208,https://,0,Success
thebigcat.click,None,0,Fail
nlieb9q.22z2.qgggpo.cn,http://,0,Success
ava.game.naver.com.box.bumiayu.cloud,None,0,Fail
bb.xbk.qzz.io,None,0,Fail
v2cfw.com,None,0,Fail
url.xxxxxxxx.tk,None,0,Fail
betterv2ls.gtstudio.store,https://,0,Success
kejidayong.sylu.net,https://,0,Success
bezorgdekrant.ideaalcatering.nl,https://,0,Success
formatvpn.digital,https://,0,Success
biao.ujpjkvw.cn,https://,0,Success
top.vpntype-bot.com,None,0,Fail
www.retryvpn.com,None,0,Fail
206.189.91.17:81,None,0,Fail
ava.game.naver.com.free01.terongluna.my.id,https://,144,Success
papervpn.biz,https://,0,Success
154.83.86.150,None,0,Fail
v2w2.shdaliri.ir:2083,https://,0,Success
v2w2.shdaliri.ir,https://,0,Success
xa.jlbk.qzz.io,https://,0,Success
free01.terongluna.my.id:2053,https://,144,Success
free01.terongluna.my.id,https://,144,Success
status.flynet.cc,https://,0,Success
support.zoom.us.free01.terongluna.my.id,https://,144,Success
g.552298.xyz,https://,12,Success
c2cmarktplaats.nl,https://,0,Success
vpn.ru.com,None,0,Fail
154.17.16.132,None,0,Fail
vless-vpn.info,https://,0,Success
hanscn.com,https://,0,Success
6.552298.xyz,https://,12,Success
182.120.228.107:81,None,0,Fail
cc.552298.xyz,https://,12,Success
unnes.ac.id.tuyul-mulet.server-terbaik.my.id,http://,0,Success
go1.xcl.pp.ua,https://,6,Success
chat.sociomile.com.tuyul-mulet.server-terbaik.my.id,http://,0,Success
sub2.557707.xyz,None,0,Fail
siren.afrcloud.site,None,0,Fail
b3a6d9-sub.tiaoqiang.filegear-sg.me,None,0,Fail
ava.game.naver.com.siren.afrcloud.site,None,0,Fail
host-ru.ru,https://,0,Success
quiz.int.vidio.com.tuyul-mulet.server-terbaik.my.id,http://,0,Success
v2raytun.me,https://,0,Success
proxysite.guru,None,0,Fail
156.239.235.43:666,None,0,Fail
edu.ruangguru.com.kemok.server-terbaik.my.id,http://,0,Success
www.host-ru.ru,https://,0,Success
grdyq.mds.dpdns.org,https://,0,Success
com.tuyul-mulet.server-terbaik.my.id,http://,0,Success
360topwebwinkels.nl,https://,0,Success
test.17941023.xyz,https://,0,Success
com.kemok.server-terbaik.my.id,http://,0,Success
h.happ-vpn.me,None,0,Fail
kabeneko-vpn.com,https://,0,Success
mtwr.dmski.cn,None,0,Fail
kabeneko-vpn.vpn-navi.com,https://,0,Success
www.kabeneko-vpn.vpn-navi.com,https://,0,Success
linjicong86.xyz,https://,0,Success
38.210.227.105:81,None,0,Fail
bakrie.ac.id.kemok.server-terbaik.my.id,http://,0,Success
backup.warungvpn.my.id,https://,0,Success
vpn.cousda.com,https://,0,Success
bpsub.ghp.qzz.io,None,0,Fail
157.230.25.72:5000,None,0,Fail
www.fullspeedvpn.com,https://,0,Success
blog.webex.com.sg1.cyber-tunnel.site,None,0,Fail
abc.xinfirayv2.top,None,0,Fail
bpg.hong.xx.kg,https://,0,Success
skgura.dpdns.org,https://,3,Success
bp.031027.xyz,None,0,Fail
www.donerkom.nl,https://,0,Success
id.kemok.server-terbaik.my.id,http://,0,Success
vless.ylpproxy.eu.org,https://,0,Success
actanimemm.eu.org,None,0,Fail
rn.1way.eu.org,None,0,Fail
getfreenodes.com,https://,0,Success
49.51.160.177:31405,https://,0,Success
yfsstc.com,https://,0,Success
test.xzt.qzz.io,None,0,Fail
com.titidgoreng.vpn-store.my.id,None,0,Fail
www.jncwgl.com,None,0,Fail
www.yfsstc.com,https://,0,Success
clash.wheredb.com,None,0,Fail
www.zspshop.com,https://,0,Success
support.zoom.us.iclik.bumiayu.cloud,None,0,Fail
zw888.zw88zw.ddns-ip.net,https://,0,Success
xb.shuanghui.dpdns.org,None,0,Fail
fine.itaranta.top,None,0,Fail
vip.tfstore.biz.id:2087,None,0,Fail
hitvpn.biz,https://,0,Success
vpn.kni2525.top,https://,0,Success
23.159.160.44:42786,None,0,Fail
sub2vless.spg.pp.ua,https://,0,Success
vip.tfstore.biz.id,None,0,Fail
bp.sub.cmliussss.net,https://,0,Success
blog.xons.me,https://,0,Success
www.be-honest.ru:444,None,0,Fail
docs.dmevent.de,None,0,Fail
heavengate.net,https://,0,Success
raw.838516.xyz,None,0,Fail
fengmengus.top:8375,None,0,Fail
74.48.7.236:30944,None,0,Fail
bpb.liwil.ir,https://,0,Success
www.fengmengus.top:8375,None,0,Fail
www.whwsgc.com,None,0,Fail
360webwinkelnieuws.nl,https://,0,Success
34.51.172.88,None,0,Fail
b.whwsgc.com,None,0,Fail
113.14.128.40:8090,None,0,Fail
whwsgc.com,None,0,Fail
jdss.hilaotie.me:2082,http://,1,Success
167.99.73.63:81,None,0,Fail
nons.ai69.tech,None,0,Fail
128.199.171.227:1013,None,0,Fail
abvraync.com,None,0,Fail
02.markhe.cloudns.biz,https://,6,Success
182.120.229.213:81,None,0,Fail
bluehat358.web.id,https://,4,Success
hirologin.org,https://,0,Success
wv.renxiaoyi.uk,https://,0,Success
tokyo.stardustlabs.xyz,None,0,Fail
cloudflare.ray.cloud-private.eu.org,https://,0,Success
lagomvpn.com,None,0,Fail
v2raytun.my,None,0,Fail
www.lureiny.top,None,0,Fail
greenssh.org,http://,0,Success
page.2234566.xyz:8443,None,0,Fail
page.2234566.xyz,None,0,Fail
vlessinstruction.arreis.ru,None,0,Fail
dingyue.9887117.xyz,https://,0,Success
sub.qiudao.dpdns.org,None,0,Fail
www.vlessinstruction.arreis.ru,None,0,Fail
45.196.222.42,None,0,Fail
sub.zereker.com,None,0,Fail
gulfishan.net,https://,0,Success
support.zoom.us.vpn.checker-ip.web.id,https://,0,Success
45.138.99.116,None,0,Fail
amclubs.hidns.vip,https://,0,Success
v2fly.clbug.com,https://,0,Success
streisand-vpn.online,None,0,Fail
yygo.rdmbf.cn,None,0,Fail
159.223.24.122:81,None,0,Fail
buaya.my.id,None,0,Fail
74.211.111.26:5190,https://,0,Success
vless.cxtop.top,None,0,Fail
wildcrot.patunganvps.us,https://,2,Success
sub-convert.czl.net,None,0,Fail
47.239.116.109:6608,https://,0,Success
v2rayng-vpn.site,https://,0,Success
happvpn.site,https://,0,Success
edgesub.8802919.xyz,https://,0,Success
165.227.119.53:81,None,0,Fail
fenix-gate.com,https://,0,Success
lll.icta.top,https://,0,Success
gldad.brazosvip.com,https://,0,Success
140.99.98.227:81,None,0,Fail
oaihg.com,None,0,Fail
qiang.20170117.xyz,https://,0,Success
103.150.190.47:81,None,0,Fail
srco.io,None,0,Fail
et030.zpwlgzs.com:6608,https://,0,Success
app.bmwy72.top,None,0,Fail
ava.game.naver.com.vpn.cyber-tunnel.biz.id,None,0,Fail
www.arotsao.com,None,0,Fail
81.19.137.139,None,0,Fail
sub.zhuxc.pp.ua,https://,0,Success
main.nvpn.net,None,0,Fail
ruangguru.com.vpn.cyber-tunnel.biz.id,None,0,Fail
support.zoom.us.sgdo2.vpn-tunel.my.id,None,0,Fail
io.ruangguru.com.vpn.cyber-tunnel.biz.id,None,0,Fail
zaintest.vuclip.com.vpn.cyber-tunnel.biz.id,None,0,Fail
investor.fb.com.vpn.cyber-tunnel.biz.id,None,0,Fail
sub.hkun1969.xyz,https://,0,Success
ava.game.naver.com.checker-ip.web.id,https://,0,Success
ava.game.naver.com.checker-ip.web.id:8880,http://,0,Success
www.nbhd.cloud,https://,0,Success
graph.facebook.com.vts.selo.biz.id,None,0,Fail
www.vpn-id.benxx.dpdns.org,https://,0,Success
140.99.98.116:81,None,0,Fail
fshop.web.id,None,0,Fail
xvraynez.com,None,0,Fail
159.65.129.45:1013,None,0,Fail
xwplus.com,None,0,Fail
subconv.fengming.wang,None,0,Fail
pixiumlab.com,https://,0,Success
zvrayntt.com,None,0,Fail
fanpaopao.top,None,0,Fail
www.pixiumlab.com,https://,0,Success
188.134.85.189:8080,None,0,Fail
167.99.155.203:81,None,0,Fail
proxy.juda.autos,None,0,Fail
185.244.40.38:5004,None,0,Fail
51.79.31.180:81,None,0,Fail
mgynode.com,https://,3,Success
www.everythingworksforme.email:5060,None,0,Fail
kobe-zyx.github.io,https://,0,Success
167.99.70.58:81,None,0,Fail
vless.vless-zach74c.dns.army,None,0,Fail
yuan2.naiyout.buzz,None,0,Fail
winter.x4v.dpdns.org,None,0,Fail
vts.selo.biz.id,None,0,Fail
axelpal.ru:8082,None,0,Fail
edgesub.zaiolos.fun,None,0,Fail
everythingworksforme.email:5060,None,0,Fail
cccc.xx.kg,None,0,Fail
vless.williamvless.sbs,https://,0,Success
dingyueqi2.haojidonga.sbs,None,0,Fail
sub.heishop.dpdns.org,None,0,Fail
support.zoom.us.stbwrt.biz.id,None,0,Fail
212.192.15.98:5000,None,0,Fail
vless01.20240813marry.top,None,0,Fail
creativeservices.netflix.com.stbwrt.biz.id,None,0,Fail
df.game.naver.com.stbwrt.biz.id,None,0,Fail
lionssh.info,https://,0,Success
zaintest.vuclip.com.stbwrt.biz.id,None,0,Fail
cfw.publicvpn.my.id,None,0,Fail
ws.udyneos.my.id:2052,None,0,Fail
v2raytun.cc,None,0,Fail
sub.tiaoqiang.filegear-sg.me,None,0,Fail
fastssh.xyz,https://,0,Success
122.194.55.211:8443,None,0,Fail
nt.lbbl.dpdns.org,None,0,Fail
open88.us.kg,None,0,Fail
sellerstore.ru,https://,0,Success
www.cnclash.net,https://,0,Success
zdy-933.pages.dev,https://,0,Success
blog.sigmavpn.pro,https://,0,Success
snippets.axulll.qzz.io,None,0,Fail
fofa.xkdxl.dpdns.org,https://,0,Success
154.17.29.26:36716,https://,0,Success
vwtx.wxgqlfx.cn,None,0,Fail
vless.imi.app,https://,0,Success
cs.hgtrojan.news,None,0,Fail
140.99.98.218:81,None,0,Fail
bihai.aigo.xx.kg,None,0,Fail
167.71.213.98:81,None,0,Fail
www.vpszbz.com,https://,0,Success
159.89.193.32:81,None,0,Fail
vpszbz.com,https://,0,Success
nons.aigo.xx.kg,None,0,Fail
69.164.205.159:81,None,0,Fail
sub.ufo.us.kg,https://,0,Success
103.150.196.52:81,None,0,Fail
www.passwalls.net,None,0,Fail
ctrllife.ru,https://,0,Success
gramradar.online,None,0,Fail
linjicong86.xyz:2083,None,0,Fail
www.sandistore.biz.id,None,0,Fail
www.qusheng.page:24248,None,0,Fail
im.passwalls.net,None,0,Fail
www.olyanovskiy-it.space,None,0,Fail
blog.lrays.com,None,0,Fail
ivanbayan.com,https://,2,Success
passwalls.net,None,0,Fail
47.239.214.145,None,0,Fail
157.245.150.239:81,None,0,Fail
kiarant.github.io,https://,0,Success
156.227.158.200,None,0,Fail
b.kpxsubz.site,None,0,Fail
152.42.195.145:81,None,0,Fail
clashyun.com,https://,0,Success
178.128.81.183:81,None,0,Fail
hiddify-online.ru,https://,0,Success
77.239.127.55,http://,0,Success
165.22.59.23:81,None,0,Fail
43.249.32.55:81,None,0,Fail
ning-app.top,http://,0,Success
sarisam.ir,None,0,Fail
64.225.65.212,None,0,Fail
140.245.35.161:52257,https://,0,Success
dotapn.snkteam.ru,http://,0,Success
xtls.juda.autos,None,0,Fail
www.ddmit.com,http://,0,Success
www.sarisam.ir,None,0,Fail
130.33.54.249,None,0,Fail
64.188.75.128,None,0,Fail
138.2.68.161:58871,https://,0,Success
qasimlufj895436.bloggadores.com,https://,0,Success
sphao.icu:666,https://,0,Success
192.124.176.43:7878,None,0,Fail
182.120.231.183:81,None,0,Fail
138.197.134.68:81,None,0,Fail
fshop.web.id:8080,None,0,Fail
blog.cx25.online,None,0,Fail
de2-node.proxier.cc,None,0,Fail
vless.jasoncn.top,None,0,Fail
js2panda.com,https://,0,Success
startlessafe.site,https://,0,Success
159.65.132.231:1433,None,0,Fail
navi.jssy.org:8443,None,0,Fail
www.startlessafe.site,https://,0,Success
shs1223.cqsbs.top:8090,http://,0,Success
152.42.245.77:2053,None,0,Fail
hicairo.com,None,0,Fail
www.hicairo.com,None,0,Fail
sub.nohub.nyc.mn,None,0,Fail
owa.openai-chatgpt4.ru,None,0,Fail
www.openai-chatgpt4.ru,None,0,Fail
152.42.207.15:86,None,0,Fail
167.99.140.14:81,None,0,Fail
mail.xilit.org,None,0,Fail
85.115.160.235:94,None,0,Fail
qiu.like-you.dpdns.org,None,0,Fail
165.232.174.134:81,None,0,Fail
freenetwork.cc,https://,0,Success
7kuo4e1.cn,https://,0,Success
www.ersffea.cn,https://,0,Success
ersffea.cn,https://,0,Success
api-ps.pluswall.top,https://,0,Success
pp.baharak.sbs,https://,0,Success
www.6jtw1rs.cn,https://,0,Success
p.baharak.sbs,https://,0,Success
91.98.70.85:3000,None,0,Fail
218.71.56.137:66,None,0,Fail
ava.game.naver.com.fstores.web.id,None,0,Fail
bnf.ovosh.org,None,0,Fail
zoom.us.fstores.web.id,None,0,Fail
df.ava.game.naver.com.fstores.web.id,None,0,Fail
naver.com.fstores.web.id,None,0,Fail
webex.com.fstores.web.id,None,0,Fail
com.fstores.web.id,None,0,Fail
saturn-wiki.com,None,0,Fail
partner.zoom.us.fstores.web.id,None,0,Fail
167.172.77.62,None,0,Fail
us.fstores.web.id,None,0,Fail
85.113.70.200:8443,None,0,Fail
game.naver.com.fstores.web.id,None,0,Fail
blog.webex.com.fstores.web.id,None,0,Fail
valkyrie.tlaisino.com,None,0,Fail
hpsmdci.tlaisino.com,None,0,Fail
35.185.138.59:5081,None,0,Fail
jaq.tlaisino.com,None,0,Fail
bnp.tlaisino.com,None,0,Fail
167.172.86.170:3000,None,0,Fail
bnielsen.tlaisino.com,None,0,Fail
jbg.tlaisino.com,None,0,Fail
howes.tlaisino.com,None,0,Fail
rp2.tlaisino.com,None,0,Fail
viscom.tlaisino.com,None,0,Fail
precip.tlaisino.com,None,0,Fail
rasmus.tlaisino.com,None,0,Fail
45.8.93.80:3000,None,0,Fail
hoskins.tlaisino.com,None,0,Fail
ohh.tlaisino.com,None,0,Fail
schatz.tlaisino.com,None,0,Fail
eb7.tlaisino.com,None,0,Fail
kry.tlaisino.com,None,0,Fail
sift.tlaisino.com,None,0,Fail
hathi.tlaisino.com,None,0,Fail
bee17ea9.tlaisino.com,None,0,Fail
rwe.tlaisino.com,None,0,Fail
gentiana.tlaisino.com,None,0,Fail
f9.tlaisino.com,None,0,Fail
159.89.197.69:81,None,0,Fail
mvsxwsvrpl.tlaisino.com,None,0,Fail
wildcats.tlaisino.com,None,0,Fail
rf1.tlaisino.com,None,0,Fail
159.223.43.166:81,None,0,Fail
178.159.94.152:7700,None,0,Fail
bij.tlaisino.com,None,0,Fail
kw8.tlaisino.com,None,0,Fail
rwright.tlaisino.com,None,0,Fail
dwq.tlaisino.com,None,0,Fail
unk.tlaisino.com,None,0,Fail
yge.tlaisino.com,None,0,Fail
visionlab.tlaisino.com,None,0,Fail
kp.tlaisino.com,None,0,Fail
jsbach.tlaisino.com,None,0,Fail
wrv.tlaisino.com,None,0,Fail
vmzdbupdate.tlaisino.com,None,0,Fail
nettle.tlaisino.com,None,0,Fail
sk.hei.one,None,0,Fail
vp.skypapasrv.work,None,0,Fail
qrqjvacc.iranarg.com,None,0,Fail
go.hoooopy.eu.org,None,0,Fail
172.245.219.154,None,0,Fail
46.62.200.152:3000,None,0,Fail
www.studytec.net,https://,0,Success
www.freevmess.com,None,0,Fail
laqib.myschnauzer.net,https://,0,Success
cache.netflix.com.pop.budakbaong.my.id,None,0,Fail
dogseechew.com.pop.budakbaong.my.id:8080,None,0,Fail
wmrho.cdavisart.com,https://,0,Success
sgarm.kriseason.win:12306,https://,0,Success
www.nepno.com,http://,0,Success
nav.wpbbb.com,https://,0,Success
158.101.129.222:61488,https://,0,Success
109.205.56.16:3001,None,0,Fail
vpn-77-73-68-246.warpspeedvpn.com,None,0,Fail
status.weiqh.net,https://,0,Success
62.171.152.9,None,0,Fail
172.245.219.135,None,0,Fail
foxshieldvps.com,None,0,Fail
47.79.91.169:8080,None,0,Fail
cellular.barrypatel.eu.org,None,0,Fail
crmeb.yaofeng.wang,https://,0,Success
167.71.44.127:81,None,0,Fail
167.172.87.8:81,None,0,Fail
36.232.24.232:3000,None,0,Fail
funnymagopi.top,https://,0,Success
salad.afednepro.com,https://,0,Success
jxufe.icu,None,0,Fail
172.237.125.208:81,None,0,Fail
154.13.6.120,None,0,Fail
suburl.mxlsky.me,None,0,Fail
ketua-guild.premiumm.shop,https://,0,Success
zax.skibidicx.web.id,None,0,Fail
xvpn.raynet.my.id,None,0,Fail
182.120.228.210:81,None,0,Fail
152.69.160.64:5060,None,0,Fail
quiz.int.vidio.com.mrkingz.biz.id,https://,0,Success
mrkingz.biz.id,https://,0,Success
usage.elixircraft.net:81,None,0,Fail
cf.inconigtovpn.biz.id,None,0,Fail
alstrive.ru,https://,0,Success
kingsvless.biz.id,None,0,Fail
kingsvless.biz.id:2052,None,0,Fail
www.oncmm.com,None,0,Fail
103.195.190.248:8092,None,0,Fail
a.xilit.org,None,0,Fail
6jtw1rs.cn,https://,0,Success
185.244.40.118:5004,None,0,Fail
ns1.talktomycat.,None,0,Fail
ws2sub.lovewhore.me:8080,None,0,Fail
sub.2863758.xyz,None,0,Fail
dy.85836030.xyz,https://,0,Success
vless.mychita.top,https://,0,Success
mystichqra.me,https://,0,Success
5.223.62.13:8080,None,0,Fail
2.144.6.227:5001,None,0,Fail
subs.zhabka.su,None,0,Fail
hiddify.my,None,0,Fail
78.40.194.119,None,0,Fail
192.210.163.90:10100,None,0,Fail
147.182.157.149:81,None,0,Fail
167.71.214.39:81,None,0,Fail
167.71.214.191:81,None,0,Fail
alibaba.udyneos.my.id,None,0,Fail
freevpn.bmkg.xyz,None,0,Fail
vpnkeys.ru,https://,0,Success
freexxx.cloudproxyip.my.id,None,0,Fail
68.183.159.207:81,None,0,Fail
bd.momentvpn.com,https://,0,Success
psaipaint.top:36302,https://,0,Success
185.84.163.69,None,0,Fail
gh852fgh.zabc.net,None,0,Fail
web.bmkg.xyz,None,0,Fail
freexxx.bmkg.xyz,None,0,Fail
182.120.229.203:81,None,0,Fail
15og.dbtdh.xyz,None,0,Fail
web.turah.my.id,None,0,Fail
104.194.87.177:36302,https://,0,Success
freexxx.xhamster.biz.id,None,0,Fail
youxuan.xu2727955430.sbs,None,0,Fail
kekeros.chickenkiller.com,None,0,Fail
freevpn.turah.my.id,None,0,Fail
freevpn.ndeso.xyz,http://,0,Success
zoomgov.com.xnxx.skibidicx.web.id,None,0,Fail
web.cloudproxyip.my.id,None,0,Fail
xnxx.skibidicx.web.id,None,0,Fail
support.zoom.us.xnxx.skibidicx.web.id,None,0,Fail
154.47.146.39,None,0,Fail
104.224.185.141:2087,https://,0,Success
vless.311802.xyz.xyz,https://,0,Success
clash01.com,https://,0,Success
cf.yuwo.uk,None,0,Fail
support.vidio.com.neva.rosistore.biz.id,None,0,Fail
206.238.196.178,None,0,Fail
46.101.94.94:81,None,0,Fail
146.190.249.57:81,None,0,Fail
62.113.200.154:81,None,0,Fail
138.2.104.76:81,None,0,Fail
94.156.116.240:3000,None,0,Fail
zaintest.vuclip.com.pop.budakbaong.my.id,None,0,Fail
www.huwo.top,https://,0,Success
app.ghost-net.ru,https://,0,Success
demo.xychatai.com,None,0,Fail
51.75.90.127:8080,None,0,Fail
5.182.86.134,https://,0,Success
195.88.211.174:81,https://,0,Success
starkfb009.newscyto.cc:10204,https://,0,Success
5.180.174.251:8443,https://,0,Success
107.173.229.42:8090,http://,0,Success
203.194.115.27:81,https://,0,Success
31.130.129.81,https://,0,Success
140.238.147.96:20202,https://,0,Success
57.129.130.223:8083,http://,0,Success
51.89.212.96:8083,http://,0,Success
monthlyssh.net,https://,0,Success
coin.host:3000,http://,0,Success
82.115.20.109:8002,http://,0,Success
45.43.63.210:8081,https://,0,Success
darkssh.com,https://,0,Success
8.220.140.246:81,http://,0,Success
77.105.167.77,None,0,Fail
dogseechew.com.pop.budakbaong.my.id:2052,None,0,Fail
graph.facebook.com.pop.budakbaong.my.id,None,0,Fail
8.220.136.138:81,http://,0,Success
111.223.246.56,None,0,Fail
8.220.185.102:81,http://,0,Success
8.215.53.62,None,0,Fail
dogseechew.com.pop.budakbaong.my.id,None,0,Fail
kr07.allare.cloud,None,0,Fail
bart666.com,https://,0,Success
85.194.242.89:8686,http://,0,Success
128.140.117.168,http://,0,Success
147.135.120.23,https://,0,Success
112.83.5.63:8443,None,0,Fail
boarvpn.com,None,0,Fail
45.77.180.183:6010,None,0,Fail
95.169.166.111,None,0,Fail
www.darkssh.com,https://,0,Success
pop.budakbaong.my.id,None,0,Fail
35.206.218.149,https://,0,Success
45.92.216.54,https://,2,Success
64.188.65.146,http://,0,Success
75.127.12.62,https://,0,Success
15.204.55.108:8081,http://,0,Success
80.76.35.81,https://,0,Success
109.205.56.94,None,0,Fail
